date,location,gear,trt,cage,bag,oyster_num,height,length,width,tag_num
8/15/22,in,FB,FBi,,1,26,50,34,15,1
8/15/22,in,FB,FBi,,1,27,60,42,16,1
8/15/22,in,FB,FBi,,1,28,50,40,12,1
8/15/22,in,FB,FBi,,1,29,75,51,16,1
8/15/22,in,FB,FBi,,1,30,80,46,21,1
8/15/22,in,FB,FBi,,1,31,57,47,15,1
8/15/22,in,FB,FBi,,1,32,66,49,14,1
8/15/22,in,FB,FBi,,2,33,56,43,16,2
8/15/22,in,FB,FBi,,2,34,70,50,23,2
8/15/22,in,FB,FBi,,2,35,57,45,17,2
8/15/22,in,FB,FBi,,2,36,73,45,20,2
8/15/22,in,FB,FBi,,2,37,58,51,13,2
8/15/22,in,FB,FBi,,2,38,61,43,19,2
8/15/22,in,FB,FBi,,2,39,68,50,20,2
8/15/22,in,FB,FBi,,2,40,69,59,19,2
8/15/22,in,FB,FBi,,2,41,73,43,19,2
8/15/22,in,FB,FBi,,2,42,80,45,19,2
8/15/22,in,FB,FBi,,2,43,68,42,17,2
8/15/22,in,FB,FBi,,2,44,49,34,12,2
8/15/22,in,FB,FBi,,2,45,58,47,16,2
8/15/22,in,FB,FBi,,2,46,50,38,17,2
8/15/22,in,FB,FBi,,2,47,80,60,20,2
8/15/22,in,FB,FBi,,2,48,60,40,18,2
8/15/22,in,FB,FBi,,2,49,57,42,14,2
8/15/22,in,FB,FBi,,2,50,84,49,24,2
8/15/22,in,FB,FBi,,2,51,50,37,13,2
8/15/22,in,FB,FBi,,2,52,62,40,14,2
8/15/22,in,FB,FBi,,2,53,64,53,19,2
8/15/22,in,FB,FBi,,2,54,70,45,16,2
8/15/22,in,FB,FBi,,2,55,79,48,29,2
8/15/22,in,FB,FBi,,2,56,56,47,12,2
8/15/22,in,FB,FBi,,2,57,65,47,17,2
8/15/22,in,FB,FBi,,2,58,72,45,15,2
8/15/22,in,FB,FBi,,2,59,80,56,23,2
8/15/22,in,FB,FBi,,2,60,62,48,12,2
8/15/22,in,FB,FBi,,2,61,58,46,15,2
8/15/22,in,FB,FBi,,2,62,48,45,17,2
8/15/22,in,FB,FBi,,2,63,64,47,19,2
8/15/22,in,FB,FBi,,2,64,68,44,17,2
8/15/22,in,FB,FBi,,3,65,58,41,15,3
8/15/22,in,FB,FBi,,3,66,54,45,17,3
8/15/22,in,FB,FBi,,3,67,68,59,16,3
8/15/22,in,FB,FBi,,3,68,61,49,16,3
8/15/22,in,FB,FBi,,3,69,54,42,17,3
8/15/22,in,FB,FBi,,3,70,49,39,11,3
8/15/22,in,FB,FBi,,3,71,76,48,16,3
8/15/22,in,FB,FBi,,3,72,49,30,14,3
8/15/22,in,FB,FBi,,3,73,52,42,15,3
8/15/22,in,FB,FBi,,3,74,49,37,10,3
8/15/22,in,FB,FBi,,3,75,64,40,15,3
8/15/22,in,FB,FBi,,3,76,55,41,12,3
8/15/22,in,FB,FBi,,3,77,64,43,18,3
8/15/22,in,FB,FBi,,3,78,87,59,20,3
8/15/22,in,FB,FBi,,3,79,71,41,19,3
8/15/22,in,FB,FBi,,3,80,71,45,19,3
8/15/22,in,FB,FBi,,3,81,67,51,17,3
8/15/22,in,FB,FBi,,3,82,59,46,21,3
8/15/22,in,FB,FBi,,3,83,64,40,19,3
8/15/22,in,FB,FBi,,3,84,71,45,18,3
8/15/22,in,FB,FBi,,3,85,55,41,11,3
8/15/22,in,FB,FBi,,3,86,53,44,13,3
8/15/22,in,FB,FBi,,3,87,81,45,14,3
8/15/22,in,FB,FBi,,3,88,70,43,19,3
8/15/22,in,FB,FBi,,3,89,70,47,15,3
8/15/22,in,FB,FBi,,3,90,29,23,10,3
8/15/22,in,FB,FBi,,3,91,56,47,14,3
8/15/22,in,FB,FBi,,3,92,53,39,13,3
8/15/22,in,FB,FBi,,3,93,65,46,14,3
8/15/22,in,FB,FBi,,3,94,70,49,19,3
8/15/22,in,FB,FBi,,3,95,64,41,20,3
8/15/22,out,FB,FBo,,1,1,67,52,20,16
8/15/22,out,FB,FBo,,1,2,50,37,12,16
8/15/22,out,FB,FBo,,1,3,76,46,21,16
8/15/22,out,FB,FBo,,1,4,56,46,15,16
8/15/22,out,FB,FBo,,1,5,63,37,15,16
8/15/22,out,FB,FBo,,1,6,62,41,14,16
8/15/22,out,FB,FBo,,1,7,66,46,22,16
8/15/22,out,FB,FBo,,1,8,53,40,12,16
8/15/22,out,FB,FBo,,1,9,64,43,14,16
8/15/22,out,FB,FBo,,1,10,54,42,16,16
8/15/22,out,FB,FBo,,1,11,66,53,18,16
8/15/22,out,FB,FBo,,1,12,60,39,19,16
8/15/22,out,FB,FBo,,1,13,75,45,25,16
8/15/22,out,FB,FBo,,1,14,52,38,17,16
8/15/22,out,FB,FBo,,1,15,56,44,17,16
8/15/22,out,FB,FBo,,1,16,56,43,14,16
8/15/22,out,FB,FBo,,1,17,40,40,21,16
8/15/22,out,FB,FBo,,1,18,43,26,12,16
8/15/22,out,FB,FBo,,1,19,46,39,15,16
8/15/22,out,FB,FBo,,1,20,68,53,22,16
8/15/22,out,FB,FBo,,1,21,47,40,14,16
8/15/22,out,FB,FBo,,1,22,60,44,25,16
8/15/22,out,FB,FBo,,1,23,58,41,15,16
8/15/22,out,FB,FBo,,1,24,44,41,15,16
8/15/22,out,FB,FBo,,1,25,57,43,28,16
8/15/22,out,FB,FBo,,1,26,50,48,14,16
8/15/22,out,FB,FBo,,1,27,56,45,17,16
8/15/22,out,FB,FBo,,1,28,65,52,19,16
8/15/22,out,FB,FBo,,1,29,59,43,20,16
8/15/22,out,FB,FBo,,1,30,74,52,20,16
8/15/22,out,FB,FBo,,1,31,70,47,17,16
8/15/22,out,FB,FBo,,1,32,83,55,26,16
8/15/22,out,FB,FBo,,2,33,48,37,13,17
8/15/22,out,FB,FBo,,2,34,57,36,16,17
8/15/22,out,FB,FBo,,2,35,63,42,23,17
8/15/22,out,FB,FBo,,2,36,59,43,15,17
8/15/22,out,FB,FBo,,2,37,61,50,16,17
8/15/22,out,FB,FBo,,2,38,67,47,16,17
8/15/22,out,FB,FBo,,2,39,65,43,25,17
8/15/22,out,FB,FBo,,2,40,66,52,19,17
8/15/22,out,FB,FBo,,2,41,45,39,11,17
8/15/22,out,FB,FBo,,2,42,43,30,10,17
8/15/22,out,FB,FBo,,2,43,57,46,16,17
8/15/22,out,FB,FBo,,2,44,66,43,22,17
8/15/22,out,FB,FBo,,2,45,64,41,16,17
8/15/22,out,FB,FBo,,2,46,62,45,26,17
8/15/22,out,FB,FBo,,2,47,54,44,12,17
8/15/22,out,FB,FBo,,2,48,61,46,18,17
8/15/22,out,FB,FBo,,2,49,74,51,18,17
8/15/22,out,FB,FBo,,2,50,71,41,23,17
8/15/22,out,FB,FBo,,2,51,62,43,17,17
8/15/22,out,FB,FBo,,2,52,66,44,25,17
8/15/22,out,FB,FBo,,2,53,70,37,18,17
8/15/22,out,FB,FBo,,2,54,67,49,18,17
8/15/22,out,FB,FBo,,2,55,57,44,22,17
8/15/22,out,FB,FBo,,2,56,82,51,23,17
8/15/22,out,FB,FBo,,2,57,62,45,21,17
8/15/22,out,FB,FBo,,2,58,51,45,14,17
8/15/22,out,FB,FBo,,2,59,46,37,17,17
8/15/22,out,FB,FBo,,2,60,57,47,15,17
8/15/22,out,FB,FBo,,2,61,74,41,20,17
8/15/22,out,FB,FBo,,2,62,64,50,24,17
8/15/22,out,FB,FBo,,2,63,56,45,17,17
8/15/22,out,FB,FBo,,2,64,77,54,27,17
8/15/22,out,FB,FBo,,3,65,58,48,18,18
8/15/22,out,FB,FBo,,3,66,72,49,21,18
8/15/22,out,FB,FBo,,3,67,57,39,14,18
8/15/22,out,FB,FBo,,3,68,64,43,18,18
8/15/22,out,FB,FBo,,3,69,54,38,14,18
8/15/22,out,FB,FBo,,3,70,56,39,17,18
8/15/22,out,FB,FBo,,3,71,43,34,11,18
8/15/22,out,FB,FBo,,3,72,60,43,18,18
8/15/22,out,FB,FBo,,3,73,55,35,12,18
8/15/22,out,FB,FBo,,3,74,52,45,15,18
8/15/22,out,FB,FBo,,3,75,66,50,16,18
8/15/22,out,FB,FBo,,3,76,56,37,16,18
8/15/22,out,FB,FBo,,3,77,54,39,16,18
8/15/22,out,FB,FBo,,3,78,59,42,15,18
8/15/22,out,FB,FBo,,3,79,48,37,13,18
8/15/22,out,FB,FBo,,3,80,45,35,11,18
8/15/22,out,FB,FBo,,3,81,53,42,18,18
8/15/22,out,FB,FBo,,3,82,53,34,18,18
8/15/22,out,FB,FBo,,3,83,52,31,16,18
8/15/22,out,FB,FBo,,3,84,55,40,14,18
8/15/22,out,FB,FBo,,3,85,62,40,20,18
8/15/22,out,FB,FBo,,3,86,54,42,16,18
8/15/22,out,FB,FBo,,3,87,50,41,14,18
8/15/22,out,FB,FBo,,3,88,56,37,15,18
8/15/22,out,FB,FBo,,3,89,50,36,14,18
8/15/22,out,FB,FBo,,3,90,46,35,13,18
8/15/22,out,FB,FBo,,3,91,79,60,23,18
8/15/22,out,FB,FBo,,3,92,54,40,16,18
8/15/22,out,FB,FBo,,3,93,67,50,18,18
8/15/22,out,FB,FBo,,3,94,71,49,18,18
8/15/22,out,FB,FBo,,3,95,55,26,10,18
8/15/22,out,FB,FBo,,3,96,50,32,11,18
8/15/22,in,FC,FCi,1,A,1,50,38,14,19
8/15/22,in,FC,FCi,1,A,2,63,45,15,19
8/15/22,in,FC,FCi,1,A,3,68,43,19,19
8/15/22,in,FC,FCi,1,A,4,74,45,20,19
8/15/22,in,FC,FCi,1,A,5,60,44,17,19
8/15/22,in,FC,FCi,1,A,6,52,41,15,19
8/15/22,in,FC,FCi,1,A,7,50,43,13,19
8/15/22,in,FC,FCi,1,A,8,65,40,19,19
8/15/22,in,FC,FCi,1,B,9,63,42,14,20
8/15/22,in,FC,FCi,1,B,10,45,33,13,20
8/15/22,in,FC,FCi,1,B,11,49,40,15,20
8/15/22,in,FC,FCi,1,B,12,67,40,14,20
8/15/22,in,FC,FCi,1,B,13,49,34,13,20
8/15/22,in,FC,FCi,1,B,14,52,43,15,20
8/15/22,in,FC,FCi,1,B,15,52,36,15,20
8/15/22,in,FC,FCi,1,B,16,55,44,20,20
8/15/22,in,FC,FCi,1,C,17,77,49,14,21
8/15/22,in,FC,FCi,1,C,18,55,37,13,21
8/15/22,in,FC,FCi,1,C,19,73,49,18,21
8/15/22,in,FC,FCi,1,C,20,56,46,15,21
8/15/22,in,FC,FCi,1,C,21,50,42,14,21
8/15/22,in,FC,FCi,1,C,22,52,42,15,21
8/15/22,in,FC,FCi,1,C,23,52,43,15,21
8/15/22,in,FC,FCi,1,C,24,64,45,15,21
8/15/22,in,FC,FCi,1,D,25,75,45,15,22
8/15/22,in,FC,FCi,1,D,26,54,40,15,22
8/15/22,in,FC,FCi,1,D,27,79,56,17,22
8/15/22,in,FC,FCi,1,D,28,75,50,20,22
8/15/22,in,FC,FCi,1,D,29,74,52,20,22
8/15/22,in,FC,FCi,1,D,30,62,41,16,22
8/15/22,in,FC,FCi,1,D,31,76,50,17,22
8/15/22,in,FC,FCi,1,D,32,67,45,16,22
8/15/22,in,FC,FCi,2,A,33,80,53,20,23
8/15/22,in,FC,FCi,2,A,34,67,48,19,23
8/15/22,in,FC,FCi,2,A,35,70,50,16,23
8/15/22,in,FC,FCi,2,A,36,65,46,18,23
8/15/22,in,FC,FCi,2,A,37,71,38,15,23
8/15/22,in,FC,FCi,2,A,38,53,42,14,23
8/15/22,in,FC,FCi,2,A,39,78,50,17,23
8/15/22,in,FC,FCi,2,A,40,49,40,14,23
8/15/22,in,FC,FCi,2,B,41,63,49,21,24
8/15/22,in,FC,FCi,2,B,42,48,36,14,24
8/15/22,in,FC,FCi,2,B,43,61,46,16,24
8/15/22,in,FC,FCi,2,B,44,68,42,18,24
8/15/22,in,FC,FCi,2,B,45,63,44,17,24
8/15/22,in,FC,FCi,2,B,46,49,40,15,24
8/15/22,in,FC,FCi,2,B,47,51,39,12,24
8/15/22,in,FC,FCi,2,B,48,66,40,18,24
8/15/22,in,FC,FCi,2,C,49,58,43,15,25
8/15/22,in,FC,FCi,2,C,50,61,43,16,25
8/15/22,in,FC,FCi,2,C,51,57,39,16,25
8/15/22,in,FC,FCi,2,C,52,65,40,17,25
8/15/22,in,FC,FCi,2,C,53,64,46,21,25
8/15/22,in,FC,FCi,2,C,54,50,43,11,25
8/15/22,in,FC,FCi,2,C,55,48,38,14,25
8/15/22,in,FC,FCi,2,C,56,55,49,18,25
8/15/22,in,FC,FCi,2,D,57,84,53,18,26
8/15/22,in,FC,FCi,2,D,58,62,48,18,26
8/15/22,in,FC,FCi,2,D,59,58,45,15,26
8/15/22,in,FC,FCi,2,D,60,70,39,19,26
8/15/22,in,FC,FCi,2,D,61,72,49,20,26
8/15/22,in,FC,FCi,2,D,62,71,49,17,26
8/15/22,in,FC,FCi,2,D,63,51,37,17,26
8/15/22,in,FC,FCi,2,D,64,59,47,17,26
8/15/22,in,FC,FCi,3,A,65,81,56,16,27
8/15/22,in,FC,FCi,3,A,66,65,47,23,27
8/15/22,in,FC,FCi,3,A,67,49,39,11,27
8/15/22,in,FC,FCi,3,A,68,55,44,15,27
8/15/22,in,FC,FCi,3,A,69,76,44,18,27
8/15/22,in,FC,FCi,3,A,70,44,39,13,27
8/15/22,in,FC,FCi,3,A,71,71,39,17,27
8/15/22,in,FC,FCi,3,A,72,64,54,18,27
8/15/22,in,FC,FCi,3,B,73,56,40,17,28
8/15/22,in,FC,FCi,3,B,74,53,37,13,28
8/15/22,in,FC,FCi,3,B,75,67,45,17,28
8/15/22,in,FC,FCi,3,B,76,63,46,14,28
8/15/22,in,FC,FCi,3,B,77,58,38,19,28
8/15/22,in,FC,FCi,3,B,78,53,37,16,28
8/15/22,in,FC,FCi,3,B,79,60,40,17,28
8/15/22,in,FC,FCi,3,B,80,72,42,14,28
8/15/22,in,FC,FCi,3,C,81,66,40,17,29
8/15/22,in,FC,FCi,3,C,82,78,65,23,29
8/15/22,in,FC,FCi,3,C,83,56,43,14,29
8/15/22,in,FC,FCi,3,C,84,58,32,13,29
8/15/22,in,FC,FCi,3,C,85,67,45,18,29
8/15/22,in,FC,FCi,3,C,86,69,45,19,29
8/15/22,in,FC,FCi,3,C,87,45,31,15,29
8/15/22,in,FC,FCi,3,C,88,61,45,16,29
8/15/22,in,FC,FCi,3,D,89,44,38,11,30
8/15/22,in,FC,FCi,3,D,90,52,41,15,30
8/15/22,in,FC,FCi,3,D,91,54,34,14,30
8/15/22,in,FC,FCi,3,D,92,47,38,14,30
8/15/22,in,FC,FCi,3,D,93,67,42,18,30
8/15/22,in,FC,FCi,3,D,94,80,42,17,30
8/15/22,in,FC,FCi,3,D,95,50,39,10,30
8/15/22,in,FC,FCi,3,D,96,75,51,20,30
8/15/22,out,FC,FCo,1,A,1,58,37,14,4
8/15/22,out,FC,FCo,1,A,2,66,45,19,4
8/15/22,out,FC,FCo,1,A,3,55,38,13,4
8/15/22,out,FC,FCo,1,A,4,45,39,19,4
8/15/22,out,FC,FCo,1,A,5,53,37,15,4
8/15/22,out,FC,FCo,1,A,6,60,42,12,4
8/15/22,out,FC,FCo,1,A,7,73,48,20,4
8/15/22,out,FC,FCo,1,A,8,48,32,17,4
8/15/22,out,FC,FCo,1,B,9,60,48,18,5
8/15/22,out,FC,FCo,1,B,10,77,51,20,5
8/15/22,out,FC,FCo,1,B,11,63,43,18,5
8/15/22,out,FC,FCo,1,B,12,62,41,14,5
8/15/22,out,FC,FCo,1,B,13,49,40,12,5
8/15/22,out,FC,FCo,1,B,14,58,43,19,5
8/15/22,out,FC,FCo,1,B,15,54,49,15,5
8/15/22,out,FC,FCo,1,B,16,59,42,21,5
8/15/22,out,FC,FCo,1,C,17,71,43,17,6
8/15/22,out,FC,FCo,1,C,18,52,34,12,6
8/15/22,out,FC,FCo,1,C,19,59,44,20,6
8/15/22,out,FC,FCo,1,C,20,62,42,18,6
8/15/22,out,FC,FCo,1,C,21,55,43,13,6
8/15/22,out,FC,FCo,1,C,22,73,48,26,6
8/15/22,out,FC,FCo,1,C,23,53,38,15,6
8/15/22,out,FC,FCo,1,C,24,54,47,20,6
8/15/22,out,FC,FCo,1,D,25,58,41,14,7
8/15/22,out,FC,FCo,1,D,26,70,49,19,7
8/15/22,out,FC,FCo,1,D,27,56,45,15,7
8/15/22,out,FC,FCo,1,D,28,73,50,20,7
8/15/22,out,FC,FCo,1,D,29,71,44,17,7
8/15/22,out,FC,FCo,1,D,30,68,40,21,7
8/15/22,out,FC,FCo,1,D,31,66,34,15,7
8/15/22,out,FC,FCo,1,D,32,67,40,19,7
8/15/22,out,FC,FCo,2,A,33,64,40,21,8
8/15/22,out,FC,FCo,2,A,34,62,41,18,8
8/15/22,out,FC,FCo,2,A,35,41,37,13,8
8/15/22,out,FC,FCo,2,A,36,43,36,12,8
8/15/22,out,FC,FCo,2,A,37,69,45,21,8
8/15/22,out,FC,FCo,2,A,38,63,42,19,8
8/15/22,out,FC,FCo,2,A,39,54,45,17,8
8/15/22,out,FC,FCo,2,A,40,39,36,13,8
8/15/22,out,FC,FCo,2,B,41,64,42,18,9
8/15/22,out,FC,FCo,2,B,42,56,48,15,9
8/15/22,out,FC,FCo,2,B,43,58,37,13,9
8/15/22,out,FC,FCo,2,B,44,60,47,20,9
8/15/22,out,FC,FCo,2,B,45,48,38,17,9
8/15/22,out,FC,FCo,2,B,46,44,27,10,9
8/15/22,out,FC,FCo,2,B,47,49,38,14,9
8/15/22,out,FC,FCo,2,B,48,52,42,19,9
8/15/22,out,FC,FCo,2,C,49,74,45,19,10
8/15/22,out,FC,FCo,2,C,50,54,44,16,10
8/15/22,out,FC,FCo,2,C,51,65,43,18,10
8/15/22,out,FC,FCo,2,C,52,65,46,18,10
8/15/22,out,FC,FCo,2,C,53,67,46,19,10
8/15/22,out,FC,FCo,2,C,54,55,40,16,10
8/15/22,out,FC,FCo,2,C,55,63,39,15,10
8/15/22,out,FC,FCo,2,C,56,53,38,14,10
8/15/22,out,FC,FCo,2,D,57,75,58,23,11
8/15/22,out,FC,FCo,2,D,58,52,35,22,11
8/15/22,out,FC,FCo,2,D,59,46,39,13,11
8/15/22,out,FC,FCo,2,D,60,64,39,18,11
8/15/22,out,FC,FCo,2,D,61,43,31,12,11
8/15/22,out,FC,FCo,2,D,62,50,41,17,11
8/15/22,out,FC,FCo,2,D,63,68,48,17,11
8/15/22,out,FC,FCo,2,D,64,56,34,13,11
8/15/22,out,FC,FCo,3,A,65,52,37,16,12
8/15/22,out,FC,FCo,3,A,66,58,42,18,12
8/15/22,out,FC,FCo,3,A,67,54,43,13,12
8/15/22,out,FC,FCo,3,A,68,55,36,17,12
8/15/22,out,FC,FCo,3,A,69,57,40,15,12
8/15/22,out,FC,FCo,3,A,70,43,33,14,12
8/15/22,out,FC,FCo,3,A,71,43,35,14,12
8/15/22,out,FC,FCo,3,A,72,48,36,13,12
8/15/22,out,FC,FCo,3,B,73,42,39,14,13
8/15/22,out,FC,FCo,3,B,74,49,40,14,13
8/15/22,out,FC,FCo,3,B,75,73,42,20,13
8/15/22,out,FC,FCo,3,B,76,46,36,15,13
8/15/22,out,FC,FCo,3,B,77,63,44,16,13
8/15/22,out,FC,FCo,3,B,78,45,36,16,13
8/15/22,out,FC,FCo,3,B,79,50,42,13,13
8/15/22,out,FC,FCo,3,B,80,63,42,18,13
8/15/22,out,FC,FCo,3,C,81,51,33,12,14
8/15/22,out,FC,FCo,3,C,82,59,49,18,14
8/15/22,out,FC,FCo,3,C,83,48,36,16,14
8/15/22,out,FC,FCo,3,C,84,63,46,15,14
8/15/22,out,FC,FCo,3,C,85,56,45,13,14
8/15/22,out,FC,FCo,3,C,86,41,37,13,14
8/15/22,out,FC,FCo,3,C,87,47,35,12,14
8/15/22,out,FC,FCo,3,C,88,39,32,12,14
8/15/22,out,FC,FCo,3,D,89,56,48,13,15
8/15/22,out,FC,FCo,3,D,90,53,44,14,15
8/15/22,out,FC,FCo,3,D,91,43,32,12,15
8/15/22,out,FC,FCo,3,D,92,58,47,20,15
8/15/22,out,FC,FCo,3,D,93,51,45,13,15
8/15/22,out,FC,FCo,3,D,94,60,44,19,15
8/15/22,out,FC,FCo,3,D,95,50,32,15,15
8/15/22,out,FC,FCo,3,D,96,49,33,14,15
9/13/22,in,BP,BPi,,,1,74,50,20,BPi
9/13/22,in,BP,BPi,,,2,83,66,21,BPi
9/13/22,in,BP,BPi,,,3,66,51,17,BPi
9/13/22,in,BP,BPi,,,4,66,51,21,BPi
9/13/22,in,BP,BPi,,,5,52,41,14,BPi
9/13/22,in,BP,BPi,,,6,70,49,16,BPi
9/13/22,in,BP,BPi,,,7,69,55,20,BPi
9/13/22,in,BP,BPi,,,8,65,52,17,BPi
9/13/22,in,BP,BPi,,,9,65,57,18,BPi
9/13/22,in,BP,BPi,,,10,56,56,14,BPi
9/13/22,in,BP,BPi,,,11,78,52,20,BPi
9/13/22,in,BP,BPi,,,12,65,51,15,BPi
9/13/22,in,BP,BPi,,,13,80,62,21,BPi
9/13/22,in,BP,BPi,,,14,72,64,11,BPi
9/13/22,in,BP,BPi,,,15,65,59,16,BPi
9/13/22,in,BP,BPi,,,16,82,52,18,BPi
9/13/22,in,BP,BPi,,,17,62,45,18,BPi
9/13/22,in,BP,BPi,,,18,52,48,15,BPi
9/13/22,in,BP,BPi,,,19,57,45,15,BPi
9/13/22,in,BP,BPi,,,20,64,47,15,BPi
9/13/22,in,BP,BPi,,,21,79,51,18,BPi
9/13/22,in,BP,BPi,,,22,50,45,14,BPi
9/13/22,in,BP,BPi,,,23,76,60,20,BPi
9/13/22,in,BP,BPi,,,24,75,55,20,BPi
9/13/22,in,BP,BPi,,,25,61,44,15,BPi
9/13/22,in,BP,BPi,,,26,69,55,18,BPi
9/13/22,in,BP,BPi,,,27,73,47,14,BPi
9/13/22,in,BP,BPi,,,28,59,45,14,BPi
9/13/22,in,BP,BPi,,,29,74,52,18,BPi
9/13/22,in,BP,BPi,,,30,58,53,15,BPi
9/13/22,in,BP,BPi,,,31,62,36,14,BPi
9/13/22,in,BP,BPi,,,32,54,36,13,BPi
9/13/22,in,BP,BPi,,,33,49,43,14,BPi
9/13/22,in,BP,BPi,,,34,56,44,14,BPi
9/13/22,in,BP,BPi,,,35,69,46,17,BPi
9/13/22,in,BP,BPi,,,36,72,55,20,BPi
9/13/22,in,BP,BPi,,,37,58,52,16,BPi
9/13/22,in,BP,BPi,,,38,67,50,16,BPi
9/13/22,in,BP,BPi,,,39,53,47,14,BPi
9/13/22,in,BP,BPi,,,40,67,50,17,BPi
9/13/22,in,BP,BPi,,,41,65,44,16,BPi
9/13/22,in,BP,BPi,,,42,66,50,17,BPi
9/13/22,in,BP,BPi,,,43,68,57,17,BPi
9/13/22,in,BP,BPi,,,44,65,38,14,BPi
9/13/22,in,BP,BPi,,,45,62,52,17,BPi
9/13/22,in,BP,BPi,,,46,59,46,17,BPi
9/13/22,in,BP,BPi,,,47,55,41,13,BPi
9/13/22,in,BP,BPi,,,48,75,48,13,BPi
9/13/22,in,BP,BPi,,,49,81,56,17,BPi
9/13/22,in,BP,BPi,,,50,66,55,18,BPi
9/13/22,in,BP,BPi,,,51,65,56,20,BPi
9/13/22,in,BP,BPi,,,52,63,59,18,BPi
9/13/22,in,BP,BPi,,,53,53,40,16,BPi
9/13/22,in,BP,BPi,,,54,60,52,16,BPi
9/13/22,in,BP,BPi,,,55,78,57,16,BPi
9/13/22,in,BP,BPi,,,56,62,52,22,BPi
9/13/22,in,BP,BPi,,,57,55,37,15,BPi
9/13/22,in,BP,BPi,,,58,45,40,15,BPi
9/13/22,in,BP,BPi,,,59,57,43,13,BPi
9/13/22,in,BP,BPi,,,60,62,57,20,BPi
9/13/22,in,BP,BPi,,,61,68,53,16,BPi
9/13/22,in,BP,BPi,,,62,51,39,16,BPi
9/13/22,in,BP,BPi,,,63,69,48,16,BPi
9/13/22,in,BP,BPi,,,64,58,57,16,BPi
9/13/22,in,BP,BPi,,,65,55,43,13,BPi
9/13/22,in,BP,BPi,,,66,55,46,14,BPi
9/13/22,in,BP,BPi,,,67,67,50,16,BPi
9/13/22,in,BP,BPi,,,68,56,56,15,BPi
9/13/22,in,BP,BPi,,,69,69,64,18,BPi
9/13/22,in,BP,BPi,,,70,88,52,21,BPi
9/13/22,out,BP,BPo,,,1,54,55,17,BPo
9/13/22,out,BP,BPo,,,2,59,52,17,BPo
9/13/22,out,BP,BPo,,,3,63,56,16,BPo
9/13/22,out,BP,BPo,,,4,70,53,18,BPo
9/13/22,out,BP,BPo,,,5,55,50,18,BPo
9/13/22,out,BP,BPo,,,6,80,64,21,BPo
9/13/22,out,BP,BPo,,,7,68,57,16,BPo
9/13/22,out,BP,BPo,,,8,57,45,17,BPo
9/13/22,out,BP,BPo,,,9,49,47,14,BPo
9/13/22,out,BP,BPo,,,10,75,50,15,BPo
9/13/22,out,BP,BPo,,,11,77,57,17,BPo
9/13/22,out,BP,BPo,,,12,73,45,20,BPo
9/13/22,out,BP,BPo,,,13,56,57,16,BPo
9/13/22,out,BP,BPo,,,14,75,49,17,BPo
9/13/22,out,BP,BPo,,,15,65,56,18,BPo
9/13/22,out,BP,BPo,,,16,44,44,15,BPo
9/13/22,out,BP,BPo,,,17,68,47,18,BPo
9/13/22,out,BP,BPo,,,18,54,46,14,BPo
9/13/22,out,BP,BPo,,,19,72,61,18,BPo
9/13/22,out,BP,BPo,,,20,62,52,15,BPo
9/13/22,out,BP,BPo,,,21,56,48,13,BPo
9/13/22,out,BP,BPo,,,22,66,50,16,BPo
9/13/22,out,BP,BPo,,,23,78,55,21,BPo
9/13/22,out,BP,BPo,,,24,56,46,16,BPo
9/13/22,out,BP,BPo,,,25,61,56,16,BPo
9/13/22,out,BP,BPo,,,26,69,56,20,BPo
9/13/22,out,BP,BPo,,,27,64,48,16,BPo
9/13/22,out,BP,BPo,,,28,65,59,18,BPo
9/13/22,out,BP,BPo,,,29,55,50,13,BPo
9/13/22,out,BP,BPo,,,30,62,58,18,BPo
9/13/22,out,BP,BPo,,,31,71,60,20,BPo
9/13/22,out,BP,BPo,,,32,64,59,19,BPo
9/13/22,out,BP,BPo,,,33,58,55,17,BPo
9/13/22,out,BP,BPo,,,34,67,58,17,BPo
9/13/22,out,BP,BPo,,,35,58,59,17,BPo
9/13/22,out,BP,BPo,,,36,65,53,18,BPo
9/13/22,out,BP,BPo,,,37,54,50,14,BPo
9/13/22,out,BP,BPo,,,38,65,48,17,BPo
9/13/22,out,BP,BPo,,,39,72,48,16,BPo
9/13/22,out,BP,BPo,,,40,65,50,15,BPo
9/13/22,out,BP,BPo,,,41,53,53,12,BPo
9/13/22,out,BP,BPo,,,42,53,50,15,BPo
9/13/22,out,BP,BPo,,,43,68,45,14,BPo
9/13/22,out,BP,BPo,,,44,59,50,16,BPo
9/13/22,out,BP,BPo,,,45,55,53,14,BPo
9/13/22,out,BP,BPo,,,46,65,54,17,BPo
9/13/22,out,BP,BPo,,,47,59,51,15,BPo
9/13/22,out,BP,BPo,,,48,72,46,21,BPo
9/13/22,out,BP,BPo,,,49,57,48,13,BPo
9/13/22,out,BP,BPo,,,50,60,53,18,BPo
9/13/22,out,BP,BPo,,,51,65,57,19,BPo
9/13/22,out,BP,BPo,,,52,50,47,13,BPo
9/13/22,out,BP,BPo,,,53,51,50,14,BPo
9/13/22,out,BP,BPo,,,54,56,50,14,BPo
9/13/22,out,BP,BPo,,,55,53,49,14,BPo
9/13/22,out,BP,BPo,,,56,75,57,16,BPo
9/13/22,out,BP,BPo,,,57,66,55,17,BPo
9/13/22,out,BP,BPo,,,58,49,48,14,BPo
9/13/22,out,BP,BPo,,,59,56,45,14,BPo
